Order ID,Order Number,Total Price Due,Date,Employee ID,Customer ID,Order Satisfied,Items Ordered
100018,18,23.23,10/4/2022,748375,880,True,"['Hash Brown Scramble Burrito', 'Chicken, Egg, & Cheese Biscuit', 'Freshly Brewed Iced Tea Sweetened', 'Chick-fil-A Chicken Sandwich - Combo', 'Fruit Cup Large']"
100019,19,4.48,10/4/2022,706968,432,True,"['Buttered Biscuit', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100020,20,7.74,10/4/2022,871851,719,True,"['Freshly Brewed Iced Tea Unsweetened', 'Chicken, Egg, & Cheese Muffin']"
100021,21,8.19,10/4/2022,727301,225,True,['Grilled Market Salad w/ Spicy Filet']
100022,22,17.67,10/4/2022,871851,705,True,"['Hash Brown Scramble Bowl', 'Egg White Grill', 'Waffle Potato Fries - Medium', 'Spicy Chicken Deluxe Sandwich - Combo']"
100023,23,1.59,10/4/2022,106478,282,True,['Buttered Biscuit']
100024,24,8.79,10/4/2022,528785,627,True,"['Fruit Cup Small', 'Spicy Chicken Biscuit', 'Waffle Potato Fries - Medium', 'Dasani Bottled Water']"
100025,25,2.45,10/4/2022,714610,592,True,['Freshly Brewed Iced Tea Unsweetened']
100026,26,19.47,10/4/2022,493194,208,True,"['Hash Brown Scramble Burrito', 'Freshly Brewed Iced Tea Unsweetened', 'Spicy Chicken Deluxe Sandwich', '1/2 Lemonade, 1/2 Diet Lemonade', 'Sausage, Egg, & Cheese Biscuit']"
100027,27,9.87,10/4/2022,748375,950,True,"['Diet Lemonade', 'Chick-n-Strips 2 Pc.', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)']"
100028,28,12.38,10/4/2022,738176,141,True,"['Grilled Market Salad', 'Chocolate Milkshake']"
100029,29,19.72,10/4/2022,721405,793,True,"['Spicy Chicken Deluxe Sandwich', 'Grilled Market Salad w/ Grilled Filet', 'Diet Coke', 'Grilled Chicken Cool Wrap']"
100030,30,11.69,10/4/2022,871851,627,True,['Cobb Salad']
100031,31,2.59,10/4/2022,908714,420,True,['Chocolate Fudge Brownie']
100032,32,5.30,10/4/2022,721405,655,True,"['Buddy Fruits Apple Sauce', 'Freshly Brewed Iced Tea Sweetened']"
100033,33,18.63,10/4/2022,699912,80,True,"['Chicken, Egg, & Cheese Muffin', 'Cookies & Cream Milkshake', 'Grilled Chicken Cool Wrap - Combo']"
100034,34,22.92,10/4/2022,706968,779,True,"['Frosted Coffee', 'Spicy Chicken Deluxe Sandwich - Combo', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Grilled Market Salad w/ Nuggets']"
100035,35,7.94,10/4/2022,699912,257,True,"['Chick-fil-A Chicken Sandwich - Combo', '1% Chocolate Milk']"
100036,36,19.86,10/4/2022,150541,253,True,"['Spicy Chicken Deluxe Sandwich', 'Chocolate Fudge Brownie', 'Chick-n-Minis', 'Grilled Chicken Club Sandwich - Combo']"
100037,37,6.23,10/4/2022,727301,506,True,"['Egg White Grill', 'Chocolate Fudge Brownie']"
100038,38,13.47,10/4/2022,871008,454,True,"['Chick-n-Minis', 'Hash Brown Scramble Burrito', '1/2 Lemonade, 1/2 Diet Lemonade']"
100039,39,15.59,10/4/2022,721405,27,True,['Gallon Beverage']
100040,40,17.03,10/4/2022,714610,136,True,"['Grilled Market Salad', 'Spicy Chicken Deluxe Sandwich', 'Chick-fil-A Chicken Sandwich - Combo']"
100041,41,14.89,10/4/2022,865465,641,True,"['Grilled Chicken Sandwich - Combo', 'Nuggets - 6 Pc.', 'Chick-fil-A Chicken Deluxe Sandwich']"
100042,42,17.68,10/4/2022,415480,358,True,"['Hash Brown Scramble Bowl', 'Chick-fil-A Chicken Sandwich', 'Iced Coffee', 'Cookies & Cream Milkshake']"
100043,43,29.70,10/4/2022,865465,865,True,"['Cobb Salad', 'Spicy Chicken Deluxe Sandwich - Combo', '1% Chocolate Milk', 'Hash Brown Scramble Bowl', 'Egg White Grill']"
100044,44,7.18,10/4/2022,415480,1000,True,"['Grilled Chicken Cool Wrap', '1% Chocolate Milk']"
100045,45,7.10,10/4/2022,486708,84,True,"['Bacon, Egg, & Cheese Muffin', 'Freshly Brewed Iced Tea Sweetened']"
100046,46,12.09,10/4/2022,528785,976,True,"['Diet Coke', 'Grilled Chicken Sandwich - Combo', 'Dr Pepper']"
100047,47,6.20,10/4/2022,415480,992,True,"['Waffle Potato Fries - Small', 'Grilled Nuggets - 6 Pc.']"
100048,48,5.34,10/4/2022,871851,186,True,"['Spicy Chicken Sandwich', 'Fruit Cup Small']"
100049,49,15.54,10/4/2022,721405,261,True,"['Cobb Salad', 'Chick-fil-A Nuggets (Grilled) 8 Pc.']"
100050,50,20.39,10/4/2022,721405,584,True,"['Diet Coke', 'Cobb Salad', 'Chick-n-Strips - Combo 3 Pc.']"
100051,51,14.11,10/4/2022,699912,33,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Buttered Biscuit', 'Diet Coke', 'Honest Kids Apple Juice', 'Chocolate Milkshake']"
100052,52,16.24,10/4/2022,738176,800,True,"['Buttered Biscuit', 'Dr Pepper', 'Chick-n-Strips - Combo 3 Pc.', 'Chick-fil-A Chicken Sandwich - Combo']"
100053,53,5.95,10/4/2022,865465,596,True,['Chick-fil-A Nuggets - Combo 8 Pc.']
100054,54,5.78,10/4/2022,721405,210,True,"['Lemonade', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)']"
100055,55,27.33,10/4/2022,738176,498,True,"['Grilled Market Salad w/ Grilled Filet', 'Spicy Southwest Salad', 'Grilled Market Salad']"
100056,56,5.59,10/4/2022,714610,260,True,['Hash Brown Scramble Bowl']
100057,57,6.25,10/4/2022,738176,58,True,['Chick-n-Strips - Combo 3 Pc.']
100058,58,13.53,10/4/2022,871851,324,True,"['Spicy Chicken Deluxe Sandwich - Combo', 'Cookies & Cream Milkshake', 'Waffle Potato Fries - Small']"
100059,59,13.84,10/4/2022,714610,618,True,"['Strawberry Milkshake', 'Bacon, Egg, & Cheese Muffin', 'Dr Pepper', 'Waffle Potato Fries - Small']"
100060,60,5.59,10/4/2022,871851,757,True,['Hash Brown Scramble Bowl']
100061,61,5.19,10/4/2022,528785,62,True,['Grilled Chicken Cool Wrap']
100062,62,11.89,10/4/2022,738176,425,True,"['Chicken Soup', 'Chick-n-Strips 1 Pc.', 'Spicy Chicken Sandwich - Combo']"
100063,63,15.23,10/4/2022,150541,377,True,"['Sausage, Egg, & Cheese Biscuit', 'Chicken, Egg, & Cheese Biscuit', 'Autumn Spice Milkshake']"
100064,64,11.95,10/4/2022,714610,721,True,['Spicy Southwest Salad']
100065,65,7.04,10/4/2022,699912,47,True,"['Waffle Potato Fries - Large', 'Cookies & Cream Milkshake']"
100066,66,21.13,10/4/2022,706968,790,True,"['Dr Pepper', 'Freshly Brewed Iced Tea Unsweetened', 'Spicy Chicken Deluxe Sandwich - Combo', 'Fruit Cup Large', 'Strawberry Milkshake']"
100067,67,25.47,10/4/2022,871851,481,True,"['Hash Browns', 'Gallon Beverage', 'Grilled Market Salad w/ Chick-fil-A Filet']"
100068,68,10.03,10/4/2022,908714,91,True,"['Chick-n-Minis', 'Honest Kids Apple Juice', 'Chick-fil-A Nuggets 8 Pc.']"
100069,69,14.38,10/4/2022,727301,174,True,"['Spicy Chicken Sandwich - Combo', 'Grilled Market Salad w/ Spicy Filet']"
100070,70,32.77,10/4/2022,871008,262,True,"['Chick-fil-A Chicken Deluxe Sandwich - Combo', 'Chicken Soup', 'Grilled Market Salad', 'Grilled Market Salad w/ Spicy Filet', 'Grilled Market Salad w/ Chick-fil-A Filet']"
100071,71,5.19,10/4/2022,150541,782,True,['Grilled Chicken Cool Wrap']
100072,72,5.59,10/4/2022,106478,565,True,['Grilled Chicken Club Sandwich']
100073,73,15.27,10/4/2022,908714,822,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Spicy Chicken Deluxe Sandwich', 'Grilled Nuggets - 4 Pc.', 'Waffle Potato Fries - Large', 'Diet Lemonade']"
100074,74,16.22,10/4/2022,738176,53,True,"['Egg White Grill', 'Grilled Market Salad w/ Grilled Filet', 'Grilled Chicken Sandwich']"
100075,75,10.68,10/4/2022,150541,835,True,"['1% Chocolate Milk', 'Nuggets - 6 Pc.', 'Breakfast Filets', 'Diet Coke']"
100076,76,20.83,10/4/2022,721405,835,True,"['Waffle Potato Fries - Medium', 'Chick-fil-A Chicken Sandwich', 'Fruit Cup Medium', 'Strawberry Milkshake', 'Grilled Market Salad w/ Grilled Nuggets']"
100077,77,22.98,10/4/2022,699912,205,True,"['Buddy Fruits Apple Sauce', 'Chicken, Egg, & Cheese Muffin', 'Spicy Southwest Salad', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)']"
100078,78,14.10,10/4/2022,669838,412,True,"['Chicken Biscuit', 'Grilled Chicken Club Sandwich', 'Chick-n-Strips - Combo 3 Pc.']"
100079,79,4.35,10/4/2022,528785,318,True,"['Bacon, Egg, & Cheese Biscuit']"
100080,80,6.79,10/4/2022,908714,243,True,['Spicy Chicken Deluxe Sandwich - Combo']
100081,81,4.60,10/4/2022,415480,933,True,"['English Muffin', 'Chicken Soup']"
100082,82,13.54,10/4/2022,669838,821,True,"['Buttered Biscuit', 'Spicy Southwest Salad']"
100083,83,12.13,10/4/2022,699912,498,True,"['Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Grilled Market Salad', 'Fruit Cup Small']"
100084,84,21.76,10/4/2022,106478,564,True,"['Grilled Market Salad w/ Nuggets', 'Simply Orange', 'Grilled Chicken Sandwich', 'Grilled Chicken Club Sandwich']"
100085,85,15.72,10/4/2022,908714,609,True,"['Chicken, Egg, & Cheese Biscuit', 'Spicy Chicken Sandwich', 'Iced Coffee', 'Simply Orange']"
100086,86,14.43,10/4/2022,669838,442,True,"['Frosted Lemonade', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Freshly Brewed Iced Tea Unsweetened', 'Freshly Brewed Iced Tea Sweetened', 'Buttered Biscuit']"
100087,87,8.48,10/4/2022,106478,486,True,"['Lemonade', 'Grilled Chicken Club Sandwich']"
100088,88,11.23,10/4/2022,486708,473,True,"['Breakfast Filets', 'Waffle Potato Fries - Large', 'Grilled Chicken Sandwich - Combo']"
100089,89,4.25,10/4/2022,486708,971,True,['Fruit Cup Large']
100090,90,19.58,10/4/2022,150541,446,True,"['Chick-fil-A Nuggets - Combo 8 Pc.', 'Buddy Fruits Apple Sauce', 'Chocolate Milkshake', 'Hash Brown Scramble Burrito']"
100091,91,9.38,10/4/2022,871851,581,True,"['Breakfast Filets', 'Grilled Chicken Sandwich - Combo']"
100092,92,5.30,10/4/2022,486708,607,True,"['Dr Pepper', 'Buddy Fruits Apple Sauce']"
100093,93,8.94,10/4/2022,528785,419,True,"['Grilled Chicken Club Sandwich', 'Nuggets - 4 Pc.']"
100094,94,9.29,10/4/2022,727301,922,True,"['Waffle Potato Fries - Medium', 'Greek Yogurt Parfait', 'Cookies & Cream Milkshake']"
100095,95,23.16,10/4/2022,528785,712,True,"['Grilled Market Salad w/ Chick-fil-A Filet', 'Grilled Chicken Cool Wrap', 'Grilled Market Salad w/ Nuggets', 'Buttered Biscuit']"
100096,96,2.59,10/4/2022,415480,235,True,['Waffle Potato Chips']
100097,97,5.95,10/4/2022,908714,766,True,['Chick-fil-A Chicken Sandwich - Combo']
100098,98,18.10,10/4/2022,274617,169,True,"['Nuggets - 6 Pc.', 'English Muffin', 'Grilled Market Salad w/ Grilled Nuggets', 'Waffle Potato Fries - Medium', 'Chicken Biscuit']"
100099,99,20.99,10/4/2022,714610,557,True,"['Bacon, Egg, & Cheese Biscuit', 'Chick-fil-A Chicken Sandwich - Combo', 'Breakfast Filets', 'Chick-fil-A Chicken Deluxe Sandwich - Combo', 'English Muffin']"
100100,100,13.78,10/4/2022,493194,311,True,"['Chick-n-Strips 3 Pc.', 'English Muffin', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Autumn Spice Milkshake']"
100101,101,11.05,10/4/2022,714610,953,True,"['Sausage, Egg, & Cheese Biscuit', 'Bacon, Egg, & Cheese Biscuit', 'Fruit Cup Small']"
100102,102,14.89,10/4/2022,748375,890,True,"['Chick-fil-A Chicken Deluxe Sandwich', 'Chick-n-Strips 1 Pc.', 'Grilled Market Salad w/ Nuggets']"
100103,103,16.73,10/4/2022,415480,205,True,"['Waffle Potato Chips', 'Grilled Market Salad w/ Grilled Nuggets', 'Chick-fil-A Nuggets - Combo 8 Pc.']"
100104,104,16.58,10/4/2022,908714,930,True,"['Fruit Cup Large', 'Iced Coffee', 'Spicy Chicken Deluxe Sandwich - Combo', 'Hash Browns']"
100105,105,9.37,10/4/2022,669838,366,True,"['1/2 Lemonade, 1/2 Diet Lemonade', 'Simply Orange', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)']"
100106,106,7.19,10/4/2022,106478,94,True,['Grilled Chicken Sandwich - Combo']
100107,107,26.33,10/4/2022,908714,847,True,"['Frosted Coffee', 'Grilled Market Salad w/ Nuggets', 'Grilled Chicken Sandwich', 'Chick-n-Strips - Combo 3 Pc.', 'Freshly Brewed Iced Tea Unsweetened']"
100108,108,14.82,10/4/2022,865465,186,True,"['Chicken, Egg, & Cheese Muffin', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)', 'Grilled Nuggets - 4 Pc.']"
100109,109,9.33,10/4/2022,871008,284,True,"['1% Chocolate Milk', '1/2 Lemonade, 1/2 Diet Lemonade', 'Breakfast Filets', 'Chicken Biscuit']"
100110,110,24.37,10/4/2022,274617,614,True,"['Chick-n-Strips 3 Pc.', 'Cobb Salad', 'Chick-fil-A Nuggets (Grilled) 8 Pc.', 'Breakfast Filets', 'Spicy Chicken Sandwich']"
100111,111,24.26,10/4/2022,528785,975,True,"['Chick-n-Minis', 'Lemonade', 'Grilled Market Salad w/ Spicy Grilled Filet', 'Grilled Market Salad w/ Chick-fil-A Filet']"
100112,112,2.59,10/4/2022,415480,570,True,['Waffle Potato Chips']
100113,113,26.16,10/4/2022,714610,545,True,"['Chick-fil-A Chicken Deluxe Sandwich - Combo', 'Egg White Grill', 'Chocolate Milkshake', 'Chocolate Fudge Brownie', 'Grilled Market Salad w/ Spicy Filet']"
100114,114,20.53,10/5/2022,871008,46,True,"['Buttered Biscuit', 'Gallon Beverage', 'Nuggets - 4 Pc.']"
100115,115,16.08,10/5/2022,415480,514,True,"['Hash Brown Scramble Burrito', 'Dr Pepper', 'Buddy Fruits Apple Sauce', 'Strawberry Milkshake']"
100116,116,8.95,10/5/2022,274617,523,True,"['Chick-fil-A Nuggets (Grilled) 8 Pc.', 'Chicken Soup', 'Sprite']"
100117,117,15.34,10/5/2022,486708,501,True,"['Frosted Coffee', 'Chick-fil-A Chicken Sandwich', 'Waffle Potato Fries - Medium', 'Grilled Chicken Club Sandwich']"
100118,118,26.88,10/5/2022,714610,954,True,"['Vanilla Milkshake', 'Waffle Potato Fries - Small', 'Grilled Market Salad w/ Nuggets', 'Spicy Southwest Salad']"
100119,119,15.78,10/5/2022,699912,493,True,"['Waffle Potato Fries - Medium', 'Grilled Market Salad w/ Grilled Nuggets', 'Chick-fil-A Chicken Sandwich', 'Lemonade']"
100120,120,13.73,10/5/2022,106478,304,True,"['Nuggets - 6 Pc.', 'Kale Crunch', 'Waffle Potato Fries - Small', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Greek Yogurt Parfait']"
100121,121,34.49,10/5/2022,748375,521,True,"['Chick-fil-A Chicken Deluxe Sandwich - Combo', 'Grilled Market Salad w/ Grilled Nuggets', 'Fruit Cup Medium', 'Spicy Southwest Salad', 'Frosted Lemonade']"
100122,122,15.38,10/5/2022,721405,947,True,"['1% Chocolate Milk', 'Chick-fil-A Chicken Sandwich', 'Chick-n-Strips 2 Pc.', 'Chick-n-Strips - Combo 3 Pc.']"
100123,123,17.22,10/5/2022,699912,548,True,"['Strawberry Milkshake', 'Chick-fil-A Chicken Deluxe Sandwich - Combo', '1/2 Lemonade, 1/2 Diet Lemonade', 'Waffle Potato Chips']"
100124,124,9.68,10/5/2022,706968,553,True,"['Spicy Chicken Deluxe Sandwich - Combo', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)']"
100125,125,2.19,10/5/2022,415480,106,True,['Breakfast Filets']
100126,126,8.54,10/5/2022,721405,640,True,"['Grilled Nuggets - 6 Pc.', 'Spicy Chicken Deluxe Sandwich']"
100127,127,10.44,10/5/2022,871851,692,True,"['Bacon, Egg, & Cheese Biscuit', 'Egg White Grill', 'Sprite']"
100128,128,4.94,10/5/2022,528785,492,True,"['Fruit Cup Medium', 'Breakfast Filets']"
100129,129,11.14,10/5/2022,721405,644,True,"['Spicy Chicken Deluxe Sandwich - Combo', 'Bacon, Egg, & Cheese Biscuit']"
100130,130,25.17,10/5/2022,865465,616,True,"['Cobb Salad', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Chick-n-Strips 3 Pc.', 'Spicy Chicken Deluxe Sandwich', 'Nuggets - 4 Pc.']"
100131,131,7.74,10/5/2022,493194,302,True,"['Chicken, Egg, & Cheese Muffin', 'Freshly Brewed Iced Tea Unsweetened']"
100132,132,13.78,10/5/2022,669838,28,True,"['Chick-n-Strips 2 Pc.', 'Dr Pepper', 'Dasani Bottled Water', 'Bacon, Egg, & Cheese Muffin']"
100133,133,7.94,10/5/2022,415480,731,True,"['Chocolate Milkshake', 'Fruit Cup Medium']"
100134,134,11.69,10/5/2022,908714,462,True,"['Diet Coke', 'Fruit Cup Large', 'Chicken, Egg, & Cheese Biscuit']"
100135,135,11.23,10/5/2022,748375,251,True,"['Dasani Bottled Water', 'Fruit Cup Large', 'Grilled Chicken Sandwich']"
100136,136,5.59,10/5/2022,415480,633,True,['Autumn Spice Milkshake']
100137,137,31.53,10/5/2022,106478,250,True,"['Grilled Chicken Cool Wrap', 'Freshly Brewed Iced Tea Unsweetened', 'Chick-fil-A Nuggets - Combo 8 Pc.', 'Chick-n-Strips - Combo 3 Pc.', 'Cobb Salad']"
100138,138,21.68,10/5/2022,871008,298,True,"['Bacon, Egg, & Cheese Muffin', 'Autumn Spice Milkshake', 'Grilled Market Salad', 'Fruit Cup Large']"
100139,139,4.90,10/5/2022,738176,234,True,"['Chick-fil-A Nuggets 8 Pc.', 'Waffle Potato Fries - Large']"
100140,140,3.05,10/5/2022,714610,357,True,['Chick-n-Strips 1 Pc.']
100141,141,10.47,10/5/2022,274617,512,True,"['Spicy Chicken Biscuit', 'Breakfast Filets', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)']"
100142,142,18.48,10/5/2022,106478,432,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)', 'Gallon Beverage']"
100143,143,11.13,10/5/2022,748375,470,True,"['Chocolate Chunk Cookie', 'Chicken, Egg, & Cheese Biscuit', 'Fruit Cup Large']"
100144,144,2.59,10/5/2022,721405,416,True,['Waffle Potato Chips']
100145,145,12.85,10/5/2022,908714,711,True,"['Chicken Biscuit', 'English Muffin', 'Chicken, Egg, & Cheese Biscuit', 'Chick-fil-A Chicken Deluxe Sandwich']"
100146,146,16.68,10/5/2022,706968,570,True,"['Bacon, Egg, & Cheese Muffin', 'Chick-fil-A Nuggets (Grilled) 8 Pc.', 'Waffle Potato Chips', 'Hash Brown Scramble Bowl']"
100147,147,6.25,10/5/2022,714610,710,True,['Chick-n-Strips - Combo 3 Pc.']
100148,148,15.58,10/5/2022,871008,693,True,"['Dr Pepper', 'Chick-fil-A Nuggets (Grilled) 8 Pc.', 'Chick-n-Strips 2 Pc.', 'Cookies & Cream Milkshake']"
100149,149,4.54,10/5/2022,738176,190,True,"['Buddy Fruits Apple Sauce', 'Hash Browns']"
100150,150,32.06,10/5/2022,714610,234,True,"['Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)', 'Gallon Beverage', 'Grilled Chicken Club Sandwich - Combo', 'Vanilla Milkshake']"
100151,151,13.00,10/5/2022,106478,512,True,"['Chick-fil-A Chicken Sandwich - Combo', 'Chick-n-Strips 1 Pc.', 'Freshly Brewed Iced Tea Unsweetened', 'Waffle Potato Fries - Small']"
100152,152,12.67,10/5/2022,528785,843,True,"['Grilled Market Salad w/ Chick-n-Strips', 'Buttered Biscuit', 'Diet Lemonade']"
100153,153,28.69,10/5/2022,871008,768,True,"['Grilled Chicken Club Sandwich - Combo', 'Gallon Beverage', 'Dr Pepper', 'Chicken Biscuit']"
100154,154,2.19,10/5/2022,727301,794,True,['Breakfast Filets']
100155,155,16.07,10/5/2022,486708,137,True,"['Fruit Cup Small', 'Spicy Chicken Sandwich', '1% Chocolate Milk', 'Grilled Nuggets - 6 Pc.', 'Chick-n-Strips 2 Pc.']"
100156,156,8.04,10/5/2022,738176,411,True,"['Buddy Fruits Apple Sauce', 'Vanilla Milkshake']"
100157,157,4.74,10/5/2022,528785,462,True,"['Waffle Potato Fries - Large', 'Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)']"
100158,158,19.88,10/5/2022,150541,996,True,"['Grilled Market Salad w/ Chick-fil-A Filet', 'Cobb Salad']"
100159,159,7.84,10/5/2022,486708,824,True,"['Chick-n-Strips 3 Pc.', 'Spicy Chicken Biscuit', '1% Chocolate Milk']"
100160,160,23.77,10/5/2022,706968,87,True,"['Freshly Brewed Iced Tea Unsweetened', 'Grilled Chicken Cool Wrap', 'Strawberry Milkshake', 'Chick-fil-A Nuggets - Combo 8 Pc.', 'Chicken, Egg, & Cheese Biscuit']"
100161,161,4.09,10/5/2022,721405,23,True,['Chick-n-Strips 2 Pc.']
100162,162,14.53,10/5/2022,727301,196,True,"['Grilled Market Salad w/ Grilled Filet', 'Spicy Chicken Deluxe Sandwich', 'Diet Coke']"
100163,163,17.19,10/5/2022,738176,127,True,"['Chick-fil-A Nuggets - Combo 8 Pc.', 'Chick-fil-A Chicken Sandwich', 'Grilled Market Salad w/ Nuggets']"
100164,164,21.74,10/5/2022,738176,38,True,"['Chick-fil-A Nuggets - Combo 8 Pc.', 'Chick-fil-A Nuggets 8 Pc.', 'Egg White Grill', 'Frosted Coffee', 'Nuggets - 6 Pc.']"
100165,165,7.94,10/5/2022,150541,709,True,"['Chick-n-Strips 2 Pc.', 'Iced Coffee']"
100166,166,15.37,10/5/2022,415480,813,True,"['Chick-fil-A Chicken Sandwich', 'Hash Browns', 'Grilled Chicken Cool Wrap', 'Iced Coffee', 'Buttered Biscuit']"
100167,167,18.32,10/5/2022,748375,593,True,"['Chocolate Fudge Brownie', 'Grilled Market Salad w/ Grilled Filet', 'English Muffin', 'Hash Brown Scramble Burrito']"
100168,168,18.23,10/5/2022,274617,652,True,"['Bacon, Egg, & Cheese Muffin', 'Vanilla Milkshake', 'Grilled Chicken Club Sandwich - Combo']"
100169,169,8.59,10/5/2022,738176,319,True,"['Iced Coffee', 'Hash Browns', 'Chick-fil-A Nuggets 8 Pc.']"
100170,170,9.53,10/5/2022,871008,177,True,"['Waffle Potato Chips', 'Nuggets - 4 Pc.', 'Simply Orange']"
100171,171,10.29,10/5/2022,727301,240,True,"['Grilled Nuggets - 6 Pc.', 'Diet Lemonade', 'Fruit Cup Medium']"
100172,172,20.43,10/5/2022,699912,873,True,"['Hash Brown Scramble Bowl', 'Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)', 'Spicy Southwest Salad']"
100173,173,16.04,10/5/2022,415480,797,True,"['Grilled Nuggets - 4 Pc.', 'Grilled Market Salad w/ Chick-fil-A Filet', 'Coca-Cola', 'Waffle Potato Fries - Medium']"
100174,174,26.61,10/5/2022,415480,420,True,"['Spicy Chicken Sandwich - Combo', 'Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)', 'Autumn Spice Milkshake', 'Grilled Market Salad w/ Nuggets', 'Grilled Nuggets - 4 Pc.']"
100175,175,4.65,10/5/2022,738176,550,True,"['Sausage, Egg, & Cheese Biscuit']"
100176,176,24.62,10/5/2022,714610,136,True,"['Grilled Market Salad w/ Grilled Filet', 'Chick-fil-A Chicken Sandwich', 'Grilled Market Salad w/ Spicy Grilled Filet', 'Grilled Chicken Cool Wrap']"
100177,177,4.99,10/5/2022,106478,170,True,['Chick-n-Minis']
100178,178,1.99,10/5/2022,908714,794,True,['1% Chocolate Milk']
100179,179,14.53,10/5/2022,274617,981,True,"['1/2 Sweet Tea, 1/2 Unsweet Tea', 'Chicken, Egg, & Cheese Biscuit', 'Honest Kids Apple Juice', 'Fruit Cup Small', 'Chick-fil-A Chicken Sandwich']"
100180,180,5.19,10/5/2022,150541,890,True,['Cookies & Cream Milkshake']
